v8-version,10,2,154,23,-node.21,0
v8-platform,macos,macos
shared-library,/Users/eduardo/.nvm/versions/node/v18.13.0/bin/node,0x104440000,0x105748cac,71548928
shared-library,/System/Library/Frameworks/CoreFoundation.framework/Versions/A/CoreFoundation,0x193c698f0,0x193e5807c,327401472
shared-library,/usr/lib/libobjc.A.dylib,0x193895c00,0x1938ca6b0,327401472
shared-library,/System/Library/PrivateFrameworks/CoreServicesInternal.framework/Versions/A/CoreServicesInternal,0x196d506f0,0x196d85fc0,327401472
shared-library,/usr/lib/liboah.dylib,0x19f1f5f28,0x19f1fae70,327401472
shared-library,/usr/lib/libfakelink.dylib,0x19f2293dc,0x19f22ab80,327401472
shared-library,/usr/lib/libicucore.A.dylib,0x196786624,0x1969d4320,327401472
shared-library,/usr/lib/libSystem.B.dylib,0x19f2264fc,0x19f226b0c,327401472
shared-library,/System/Library/PrivateFrameworks/SoftLinking.framework/Versions/A/SoftLinking,0x19f22bbd4,0x19f22be50,327401472
shared-library,/usr/lib/libc++abi.dylib,0x193bb3820,0x193bc6dd8,327401472
shared-library,/usr/lib/libc++.1.dylib,0x193b4fa60,0x193ba7524,327401472
shared-library,/usr/lib/system/libcache.dylib,0x19f2206a4,0x19f223370,327401472
shared-library,/usr/lib/system/libcommonCrypto.dylib,0x19f1dc980,0x19f1e7a94,327401472
shared-library,/usr/lib/system/libcompiler_rt.dylib,0x19f20699c,0x19f209864,327401472
shared-library,/usr/lib/system/libcopyfile.dylib,0x19f1fd828,0x19f204020,327401472
shared-library,/usr/lib/system/libcorecrypto.dylib,0x1939cbc00,0x193a3529c,327401472
shared-library,/usr/lib/system/libdispatch.dylib,0x193a80fd4,0x193abddd8,327401472
shared-library,/usr/lib/system/libdyld.dylib,0x193c11510,0x193c324a8,327401472
shared-library,/usr/lib/system/libkeymgr.dylib,0x19f215764,0x19f215e50,327401472
shared-library,/usr/lib/system/libmacho.dylib,0x19f1b7640,0x19f1bb9bc,327401472
shared-library,/usr/lib/system/libquarantine.dylib,0x19e892c1c,0x19e894bb8,327401472
shared-library,/usr/lib/system/libremovefile.dylib,0x19f213448,0x19f214c40,327401472
shared-library,/usr/lib/system/libsystem_asl.dylib,0x1988a03c4,0x1988b5000,327401472
shared-library,/usr/lib/system/libsystem_blocks.dylib,0x1939669a8,0x1939698d0,327401472
shared-library,/usr/lib/system/libsystem_c.dylib,0x193acb1a4,0x193b43b20,327401472
shared-library,/usr/lib/system/libsystem_collections.dylib,0x19f20a878,0x19f20e958,327401472
shared-library,/usr/lib/system/libsystem_configuration.dylib,0x19ddbc54c,0x19ddbf700,327401472
shared-library,/usr/lib/system/libsystem_containermanager.dylib,0x19ce463fc,0x19ce6f6a8,327401472
shared-library,/usr/lib/system/libsystem_coreservices.dylib,0x19eec80d4,0x19eecc0d8,327401472
shared-library,/usr/lib/system/libsystem_darwin.dylib,0x196a3d418,0x196a44170,327401472
shared-library,/usr/lib/system/libsystem_dnssd.dylib,0x19f216e2c,0x19f21cf88,327401472
shared-library,/usr/lib/system/libsystem_featureflags.dylib,0x193ac79c8,0x193ac9a50,327401472
shared-library,/usr/lib/system/libsystem_info.dylib,0x193c3ccd0,0x193c633d0,327401472
shared-library,/usr/lib/system/libsystem_m.dylib,0x19f17e080,0x19f1a5ec0,327401472
shared-library,/usr/lib/system/libsystem_malloc.dylib,0x193a542b4,0x193a79140,327401472
shared-library,/usr/lib/system/libsystem_networkextension.dylib,0x198820aa4,0x198833af0,327401472
shared-library,/usr/lib/system/libsystem_notify.dylib,0x196ea7888,0x196eb4bf0,327401472
shared-library,/usr/lib/system/libsystem_sandbox.dylib,0x19ddc148c,0x19ddc5040,327401472
shared-library,/usr/lib/system/libsystem_secinit.dylib,0x19f20fd90,0x19f211388,327401472
shared-library,/usr/lib/system/libsystem_kernel.dylib,0x193bca980,0x193bfbe9c,327401472
shared-library,/usr/lib/system/libsystem_platform.dylib,0x193c35340,0x193c3b2e4,327401472
shared-library,/usr/lib/system/libsystem_pthread.dylib,0x193c03ae4,0x193c0e8d0,327401472
shared-library,/usr/lib/system/libsystem_symptoms.dylib,0x19a06f6b0,0x19a0752bc,327401472
shared-library,/usr/lib/system/libsystem_trace.dylib,0x1939ae4a0,0x1939c3c10,327401472
shared-library,/usr/lib/system/libunwind.dylib,0x19f1edb44,0x19f1f33c0,327401472
shared-library,/usr/lib/system/libxpc.dylib,0x19396b29c,0x1939a1928,327401472
shared-library,/System/Library/Frameworks/IOKit.framework/Versions/A/IOKit,0x196dcb68c,0x196e7e370,327401472
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/CoreServices,0x1a58d0fc0,0x1a58d0fc0,327401472
shared-library,/usr/lib/libDiagnosticMessagesClient.dylib,0x19ae7fe80,0x19ae80ad8,327401472
shared-library,/usr/lib/libenergytrace.dylib,0x1988396a4,0x198839d28,327401472
shared-library,/usr/lib/libbsm.0.dylib,0x19e8bd950,0x19e8cbd58,327401472
shared-library,/usr/lib/libz.1.dylib,0x19f16b770,0x19f176c10,327401472
shared-library,/usr/lib/system/libkxld.dylib,0x19f1be76c,0x19f1d6a74,327401472
shared-library,/System/Library/Frameworks/CFNetwork.framework/Versions/A/CFNetwork,0x1984609bc,0x1986d2ee8,327401472
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/FSEvents.framework/Versions/A/FSEvents,0x19b969de4,0x19b973de0,327401472
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/CarbonCore.framework/Versions/A/CarbonCore,0x196a4c038,0x196b3bdd0,327401472
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Metadata,0x19aec3e6c,0x19af441b8,327401472
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/OSServices.framework/Versions/A/OSServices,0x19eecec58,0x19eef8e08,327401472
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/SearchKit.framework/Versions/A/SearchKit,0x19f3ee8c4,0x19f44ffa0,327401472
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/AE.framework/Versions/A/AE,0x199ff20c0,0x19a0552d0,327401472
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/LaunchServices.framework/Versions/A/LaunchServices,0x1941426d8,0x194312860,327401472
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/DictionaryServices.framework/Versions/A/DictionaryServices,0x19fa65a5c,0x19faacab0,327401472
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/SharedFileList.framework/Versions/A/SharedFileList,0x19b9782cc,0x19b994ee8,327401472
shared-library,/System/Library/Frameworks/Security.framework/Versions/A/Security,0x1963e414c,0x1966dfea0,327401472
shared-library,/System/Library/Frameworks/SystemConfiguration.framework/Versions/A/SystemConfiguration,0x19485e74c,0x1948d86e0,327401472
shared-library,/usr/lib/libapple_nghttp2.dylib,0x19f48d3e4,0x19f49c760,327401472
shared-library,/usr/lib/libcompression.dylib,0x19f4bf700,0x19f513b40,327401472
shared-library,/usr/lib/libnetwork.dylib,0x19845efc0,0x19845efc0,327401472
shared-library,/usr/lib/libsqlite3.dylib,0x199c77930,0x199e29610,327401472
shared-library,/System/Library/Frameworks/Foundation.framework/Versions/C/Foundation,0x194b95210,0x1952a1ec4,327401472
shared-library,/System/Library/Frameworks/Network.framework/Versions/A/Network,0x19a078768,0x19ac0cdec,327401472
shared-library,/usr/lib/libCoreEntitlements.dylib,0x21ade54e8,0x21adeb210,327401472
shared-library,/System/Library/PrivateFrameworks/MessageSecurity.framework/Versions/A/MessageSecurity,0x207ceefe4,0x207d0cca0,327401472
shared-library,/System/Library/PrivateFrameworks/ProtocolBuffer.framework/Versions/A/ProtocolBuffer,0x199c5d314,0x199c6f460,327401472
shared-library,/usr/lib/libMobileGestalt.dylib,0x19883c240,0x19888539c,327401472
shared-library,/System/Library/PrivateFrameworks/AppleFSCompression.framework/Versions/A/AppleFSCompression,0x19eeaa640,0x19eeb5be4,327401472
shared-library,/usr/lib/libcoretls.dylib,0x19e8a639c,0x19e8b8468,327401472
shared-library,/usr/lib/libcoretls_cfhelpers.dylib,0x19fad4e04,0x19fad5c00,327401472
shared-library,/usr/lib/libpam.2.dylib,0x19f4b9ef8,0x19f4bcff0,327401472
shared-library,/usr/lib/libxar.1.dylib,0x19fb3b57c,0x19fb47778,327401472
